Date,Actual Prices,Predicted Prices
2023-05-02,28262.82347,27961.275
2023-05-02,28262.82347,27960.133
2023-05-02,28262.82347,27957.81
2023-05-02,28262.82347,27957.117
2023-05-02,28262.82347,27955.822
2023-05-02,28262.82347,27954.309
2023-05-02,28262.82347,27952.803
2023-05-02,28262.82347,27953.115
2023-05-02,28262.82347,27953.066
2023-05-02,28262.82347,27950.117
2023-05-02,28262.82347,27947.459
2023-05-02,28262.82347,27948.904
2023-05-02,28262.82347,27951.941
2023-05-02,28262.82347,27953.863
2023-05-02,28262.82347,27956.352
2023-05-02,28262.82347,27959.102
2023-05-02,28262.82347,27962.033
2023-05-02,28262.82347,27962.412
2023-05-02,28262.82347,27960.812
2023-05-02,28262.82347,27960.074
2023-05-02,28262.82347,27958.55
2023-05-02,28262.82347,27955.977
2023-05-02,28262.82347,27954.355
2023-05-02,28262.82347,27953.24
2023-05-02,28262.82347,27952.16
2023-05-02,28262.82347,27950.719
2023-05-02,28262.82347,27948.484
2023-05-02,28262.82347,27947.86
2023-05-02,28262.82347,27946.336
2023-05-02,28262.82347,27946.09
2023-05-02,28262.82347,27946.287
2023-05-02,28262.82347,27947.455
2023-05-02,28262.82347,27948.752
2023-05-02,28262.82347,27949.945
2023-05-02,28262.82347,27950.484
2023-05-02,28262.82347,27949.04
2023-05-02,28262.82347,27947.791
2023-05-02,28262.82347,27949.127
2023-05-02,28262.82347,27953.06
2023-05-02,28262.82347,27954.926
2023-05-02,28262.82347,27954.959
2023-05-02,28262.82347,27954.74
2023-05-02,28262.82347,27955.334
2023-05-02,28262.82347,27958.803
2023-05-02,28262.82347,27960.682
2023-05-02,28262.82347,27958.996
2023-05-02,28262.82347,27956.15
2023-05-02,28262.82347,27952.926
2023-05-02,28262.82347,27951.598
2023-05-02,28262.82347,27954.111
2023-05-02,28262.82347,27956.799
2023-05-02,28262.82347,27959.418
2023-05-02,28262.82347,27961.61
2023-05-02,28262.82347,27963.586
2023-05-02,28262.82347,27963.97
2023-05-02,28262.82347,27967.396
2023-05-02,28262.82347,27966.484
2023-05-02,28262.82347,27963.988
2023-05-02,28262.82347,27960.492
2023-05-02,28262.82347,27956.016
2023-05-02,28262.82347,27951.63
2023-05-02,28262.82347,27946.844
2023-05-02,28262.82347,27944.336
2023-05-02,28262.82347,27941.717
2023-05-02,28262.82347,27941.012
2023-05-02,28262.82347,27943.803
2023-05-02,28262.82347,27950.775
2023-05-02,28262.82347,27958.17
2023-05-02,28262.82347,27967.26
2023-05-02,28262.82347,27974.338
2023-05-02,28262.82347,27979.152
2023-05-02,28262.82347,27980.703
2023-05-02,28262.82347,27981.668
2023-05-02,28262.82347,27980.943
2023-05-02,28262.82347,27980.467
2023-05-02,28262.82347,27975.04
2023-05-02,28262.82347,27971.387
2023-05-02,28262.82347,27968.23
2023-05-02,28262.82347,27965.314
2023-05-02,28262.82347,27962.76
2023-05-02,28262.82347,27961.31
2023-05-02,28262.82347,27959.168
2023-05-02,28262.82347,27956.465
2023-05-02,28262.82347,27955.082
2023-05-02,28262.82347,27954.877
2023-05-02,28262.82347,27956.758
2023-05-02,28262.82347,27958.77
2023-05-02,28262.82347,27959.416
2023-05-02,28262.82347,27959.281
2023-05-02,28262.82347,27961.12
2023-05-02,28262.82347,27962.105
2023-05-02,28262.82347,27964.346
2023-05-02,28262.82347,27965.84
2023-05-02,28262.82347,27965.697
2023-05-02,28262.82347,27962.098
2023-05-02,28262.82347,27960.05
2023-05-02,28262.82347,27956.916
2023-05-02,28262.82347,27953.299
2023-05-02,28262.82347,27948.328
2023-05-02,28262.82347,27944.598
2023-05-02,28262.82347,27940.525
2023-05-02,28262.82347,27939.49
2023-05-02,28262.82347,27938.326
2023-05-02,28262.82347,27939.236
2023-05-02,28262.82347,27941.436
2023-05-02,28262.82347,27943.973
2023-05-02,28262.82347,27948.371
2023-05-02,28262.82347,27951.838
2023-05-02,28262.82347,27953.404
2023-05-02,28262.82347,27954.03
2023-05-02,28262.82347,27957.021
2023-05-02,28262.82347,27959.797
2023-05-02,28262.82347,27961.607
2023-05-02,28262.82347,27963.215
2023-05-02,28262.82347,27964.791
2023-05-02,28262.82347,27964.664
2023-05-02,28262.82347,27963.06
2023-05-02,28262.82347,27963.098
2023-05-02,28262.82347,27964.168
2023-05-02,28262.82347,27963.746
2023-05-02,28262.82347,27964.588
2023-05-02,28262.82347,27963.557
2023-05-02,28262.82347,27963.752
2023-05-02,28262.82347,27963.057
2023-05-02,28262.82347,27962.61
2023-05-02,28262.82347,27964.637
2023-05-02,28262.82347,27965.408
2023-05-02,28262.82347,27963.65
2023-05-02,28262.82347,27962.654
2023-05-02,28262.82347,27964.242
2023-05-02,28262.82347,27964.87
2023-05-02,28262.82347,27963.287
2023-05-02,28262.82347,27960.463
2023-05-02,28262.82347,27958.709
2023-05-02,28262.82347,27957.135
2023-05-02,28262.82347,27954.26
2023-05-02,28262.82347,27953.273
2023-05-02,28262.82347,27955.117
2023-05-02,28262.82347,27955.488
2023-05-02,28262.82347,27954.68
2023-05-02,28262.82347,27954.89
2023-05-02,28262.82347,27956.6
2023-05-02,28262.82347,27956.773
2023-05-02,28262.82347,27956.902
2023-05-02,28262.82347,27957.49
2023-05-02,28262.82347,27958.998
2023-05-02,28262.82347,27959.418
2023-05-02,28262.82347,27959.904
2023-05-02,28262.82347,27963.201
2023-05-02,28262.82347,27965.89
2023-05-02,28262.82347,27965.383
2023-05-02,28262.82347,27963.467
2023-05-02,28262.82347,27961.799
2023-05-02,28262.82347,27958.504
2023-05-02,28262.82347,27956.85
2023-05-02,28262.82347,27954.758
2023-05-02,28262.82347,27951.744
2023-05-02,28262.82347,27950.816
2023-05-02,28262.82347,27950.047
2023-05-02,28262.82347,27951.535
2023-05-02,28262.82347,27956.764
2023-05-02,28262.82347,27962.516
2023-05-02,28262.82347,27969.016
2023-05-02,28262.82347,27972.348
2023-05-02,28262.82347,27977.092
2023-05-02,28262.82347,27980.293
2023-05-02,28262.82347,27983.611
2023-05-02,28262.82347,27985.64
2023-05-02,28262.82347,27983.799
2023-05-02,28262.82347,27977.66
2023-05-02,28262.82347,27971.695
2023-05-02,28262.82347,27967.828
2023-05-02,28262.82347,27966.088
2023-05-02,28262.82347,27965.031
2023-05-02,28262.82347,27962.584
2023-05-02,28262.82347,27962.299
2023-05-02,28262.82347,27961.896
2023-05-02,28262.82347,27961.926
2023-05-02,28262.82347,27961.95
2023-05-02,28262.82347,27963.104
2023-05-02,28262.82347,27962.883
2023-05-02,28262.82347,27962.166
2023-05-02,28262.82347,27960.557
2023-05-02,28262.82347,27961.008
2023-05-02,28262.82347,27959.162
2023-05-02,28262.82347,27955.662
2023-05-02,28262.82347,27954.438
2023-05-02,28262.82347,27954.176
2023-05-02,28262.82347,27955.191
2023-05-02,28262.82347,27958.564
2023-05-02,28262.82347,27962.145
2023-05-02,28262.82347,27965.049
2023-05-02,28262.82347,27966.578
2023-05-02,28262.82347,27968.383
2023-05-02,28262.82347,27970.469
2023-05-02,28262.82347,27970.951
2023-05-02,28262.82347,27970.422
2023-05-02,28262.82347,27969.027
2023-05-02,28262.82347,27966.662
2023-05-02,28262.82347,27961.307
2023-05-02,28262.82347,27954.824
2023-05-02,28262.82347,27949.176
2023-05-02,28262.82347,27943.633
2023-05-02,28262.82347,27937.88
2023-05-02,28262.82347,27935.293
2023-05-02,28262.82347,27934.963
2023-05-02,28262.82347,27936.432
2023-05-02,28262.82347,27938.492
2023-05-02,28262.82347,27942.719
2023-05-02,28262.82347,27949.605
2023-05-02,28262.82347,27956.469
2023-05-02,28262.82347,27963.436
2023-05-02,28262.82347,27971.096
2023-05-02,28262.82347,27976.434
2023-05-02,28262.82347,27980.086
2023-05-02,28262.82347,27983.621
2023-05-02,28262.82347,27986.023
2023-05-02,28262.82347,27985.758
2023-05-02,28262.82347,27985.398
2023-05-02,28262.82347,27982.469
2023-05-02,28262.82347,27977.797
2023-05-02,28262.82347,27970.807
2023-05-02,28262.82347,27964.467
2023-05-02,28262.82347,27961.387
2023-05-02,28262.82347,27959.836
2023-05-02,28262.82347,27959.074
2023-05-02,28262.82347,27956.754
2023-05-02,28262.82347,27955.768
2023-05-02,28262.82347,27957.383
2023-05-02,28262.82347,27961.225
2023-05-02,28262.82347,27967.322
2023-05-02,28262.82347,27973.475
2023-05-02,28262.82347,27977.684
2023-05-02,28262.82347,27979.854
2023-05-02,28262.82347,27978.49
2023-05-02,28262.82347,27976.4
2023-05-02,28262.82347,27972.604
2023-05-02,28262.82347,27969.66
2023-05-02,28262.82347,27965.92
2023-05-02,28262.82347,27962.969
2023-05-02,28262.82347,27959.725
2023-05-02,28262.82347,27958.732
2023-05-02,28262.82347,27960.182
2023-05-02,28262.82347,27964.148
2023-05-02,28262.82347,27967.965
2023-05-02,28262.82347,27970.191
2023-05-02,28262.82347,27972.766
2023-05-02,28262.82347,27973.553
2023-05-02,28262.82347,27971.602
2023-05-02,28262.82347,27969.299
2023-05-02,28262.82347,27967.42
2023-05-02,28262.82347,27966.191
2023-05-02,28262.82347,27965.396
2023-05-02,28262.82347,27962.885
2023-05-02,28262.82347,27960.365
2023-05-02,28262.82347,27958.05
2023-05-02,28262.82347,27956.254
2023-05-02,28262.82347,27956.191
2023-05-02,28262.82347,27956.61
2023-05-02,28262.82347,27957.045
2023-05-02,28262.82347,27955.44
2023-05-02,28262.82347,27954.336
2023-05-02,28262.82347,27950.611
2023-05-02,28262.82347,27948.816
2023-05-02,28262.82347,27948.332
2023-05-02,28262.82347,27950.031
2023-05-02,28262.82347,27949.695
2023-05-02,28262.82347,27949.057
2023-05-02,28262.82347,27949.186
2023-05-02,28262.82347,27949.898
2023-05-02,28262.82347,27951.836
2023-05-02,28262.82347,27953.736
2023-05-02,28262.82347,27953.342
2023-05-02,28262.82347,27950.963
2023-05-02,28262.82347,27947.928
2023-05-02,28262.82347,27945.05
2023-05-02,28262.82347,27944.947
2023-05-02,28262.82347,27944.258
2023-05-02,28262.82347,27943.002
2023-05-02,28262.82347,27940.705
2023-05-02,28262.82347,27941.03
2023-05-02,28262.82347,27943.15
2023-05-02,28262.82347,27948.318
2023-05-02,28262.82347,27952.258
2023-05-02,28262.82347,27956.4
2023-05-02,28262.82347,27960.648
2023-05-02,28262.82347,27964.723
2023-05-02,28262.82347,27966.664
2023-05-02,28262.82347,27969.822
2023-05-02,28262.82347,27971.549
2023-05-02,28262.82347,27971.47
2023-05-02,28262.82347,27969.725
2023-05-02,28262.82347,27968.732
2023-05-02,28262.82347,27968.355
2023-05-02,28262.82347,27968.402
2023-05-02,28262.82347,27968.844
2023-05-02,28262.82347,27967.46
2023-05-02,28262.82347,27964.97
2023-05-02,28262.82347,27961.738
2023-05-02,28262.82347,27959.951
2023-05-02,28262.82347,27958.45
2023-05-02,28262.82347,27956.707
2023-05-02,28262.82347,27954.387
2023-05-02,28262.82347,27953.086
2023-05-02,28262.82347,27949.684
2023-05-02,28262.82347,27944.91
2023-05-02,28262.82347,27940.879
2023-05-02,28262.82347,27940.238
2023-05-02,28262.82347,27939.877
2023-05-02,28262.82347,27940.613
2023-05-02,28262.82347,27941.494
2023-05-02,28262.82347,27942.621
2023-05-02,28262.82347,27943.178
2023-05-02,28262.82347,27942.408
2023-05-02,28262.82347,27944.523
2023-05-02,28262.82347,27947.516
2023-05-02,28262.82347,27951.557
2023-05-02,28262.82347,27954.91
2023-05-02,28262.82347,27957.62
2023-05-02,28262.82347,27960.441
2023-05-02,28262.82347,27962.65
2023-05-02,28262.82347,27963.607
2023-05-02,28262.82347,27965.322
2023-05-02,28262.82347,27967.564
2023-05-02,28262.82347,27967.984
2023-05-02,28262.82347,27966.725
2023-05-02,28262.82347,27967.666
2023-05-02,28262.82347,27967.527
2023-05-02,28262.82347,27967.137
2023-05-02,28262.82347,27964.014
2023-05-02,28262.82347,27962.295
2023-05-02,28262.82347,27960.104
2023-05-02,28262.82347,27957.152
2023-05-02,28262.82347,27955.943
2023-05-02,28262.82347,27957.572
2023-05-02,28262.82347,27959.111
2023-05-02,28262.82347,27960.488
2023-05-02,28262.82347,27962.678
2023-05-02,28262.82347,27965.877
2023-05-02,28262.82347,27967.127
2023-05-02,28262.82347,27968.81
2023-05-02,28262.82347,27969.316
2023-05-02,28262.82347,27969.434
2023-05-02,28262.82347,27966.418
2023-05-02,28262.82347,27962.324
2023-05-02,28262.82347,27959.418
2023-05-02,28262.82347,27955.936
2023-05-02,28262.82347,27953.146
2023-05-02,28262.82347,27951.453
2023-05-02,28262.82347,27951.066
2023-05-02,28262.82347,27949.816
2023-05-02,28262.82347,27948.666
2023-05-02,28262.82347,27947.764
2023-05-02,28262.82347,27949.428
2023-05-02,28262.82347,27951.732
2023-05-02,28262.82347,27953.926
2023-05-02,28262.82347,27956.998
2023-05-02,28262.82347,27959.168
2023-05-02,28262.82347,27960.734
2023-05-02,28262.82347,27964.176
2023-05-02,28262.82347,27966.031
2023-05-02,28262.82347,27968.117
2023-05-02,28262.82347,27969.812
2023-05-02,28262.82347,27968.854
2023-05-02,28262.82347,27968.373
2023-05-02,28262.82347,27966.896
2023-05-02,28262.82347,27964.922
2023-05-02,28262.82347,27965.365
2023-05-02,28262.82347,27964.305
2023-05-02,28262.82347,27963.525
2023-05-02,28262.82347,27961.85
2023-05-02,28262.82347,27961.451
2023-05-02,28262.82347,27962.164
2023-05-02,28262.82347,27961.666
2023-05-02,28262.82347,27960.807
2023-05-02,28262.82347,27960.863
2023-05-02,28262.82347,27960.334
2023-05-02,28262.82347,27958.67
2023-05-02,28262.82347,27956.355
2023-05-02,28262.82347,27955.082
2023-05-02,28262.82347,27955.584
2023-05-02,28262.82347,27957.799
2023-05-02,28262.82347,27956.955
2023-05-02,28262.82347,27957.613
2023-05-02,28262.82347,27956.643
2023-05-02,28262.82347,27955.682
2023-05-02,28262.82347,27953.832
2023-05-02,28262.82347,27950.916
2023-05-02,28262.82347,27947.459
2023-05-02,28262.82347,27944.594
2023-05-02,28262.82347,27943.484
2023-05-02,28262.82347,27943.256
2023-05-02,28262.82347,27945.531
2023-05-02,28262.82347,27951.11
2023-05-02,28262.82347,27956.574
2023-05-02,28262.82347,27961.588
2023-05-02,28262.82347,27965.703
2023-05-02,28262.82347,27968.246
2023-05-02,28262.82347,27969.494
2023-05-02,28262.82347,27969.2
2023-05-02,28262.82347,27967.236
2023-05-02,28262.82347,27963.592
2023-05-02,28262.82347,27959.178
2023-05-02,28262.82347,27952.648
2023-05-02,28262.82347,27947.275
2023-05-02,28262.82347,27942.455
2023-05-02,28262.82347,27938.926
2023-05-02,28262.82347,27936.342
2023-05-02,28262.82347,27937.629
2023-05-02,28262.82347,27938.373
2023-05-02,28262.82347,27940.674
2023-05-02,28262.82347,27944.63
2023-05-02,28262.82347,27950.084
2023-05-02,28262.82347,27954.738
2023-05-02,28262.82347,27958.414
2023-05-02,28262.82347,27960.924
2023-05-02,28262.82347,27960.932
2023-05-02,28262.82347,27962.443
2023-05-02,28262.82347,27962.387
2023-05-02,28262.82347,27959.47
2023-05-02,28262.82347,27955.66
2023-05-02,28262.82347,27950.998
2023-05-02,28262.82347,27947.697
2023-05-02,28262.82347,27945.865
2023-05-02,28262.82347,27945.139
2023-05-02,28262.82347,27945.586
2023-05-02,28262.82347,27947.424
2023-05-02,28262.82347,27949.596
2023-05-02,28262.82347,27950.992
2023-05-02,28262.82347,27953.742
2023-05-02,28262.82347,27956.389
2023-05-02,28262.82347,27957.965
2023-05-02,28262.82347,27959.332
2023-05-02,28262.82347,27959.248
2023-05-02,28262.82347,27957.879
2023-05-02,28262.82347,27954.729
2023-05-02,28262.82347,27953.115
2023-05-02,28262.82347,27950.402
2023-05-02,28262.82347,27950.166
2023-05-02,28262.82347,27950.408
2023-05-02,28262.82347,27951.082
2023-05-02,28262.82347,27950.89
2023-05-02,28262.82347,27950.18
2023-05-02,28262.82347,27951.139
2023-05-02,28262.82347,27949.844
2023-05-02,28262.82347,27949.846
2023-05-02,28262.82347,27949.58
2023-05-02,28262.82347,27950.152
2023-05-02,28262.82347,27949.756
2023-05-02,28262.82347,27948.883
2023-05-02,28262.82347,27947.637
2023-05-02,28262.82347,27949.252
2023-05-02,28262.82347,27951.006
2023-05-02,28262.82347,27952.309
2023-05-02,28262.82347,27954.633
2023-05-02,28262.82347,27958.357
2023-05-02,28262.82347,27961.29
2023-05-02,28262.82347,27962.883
2023-05-02,28262.82347,27961.027
2023-05-02,28262.82347,27962.055
2023-05-02,28262.82347,27960.861
2023-05-02,28262.82347,27958.578
2023-05-02,28262.82347,27956.129
2023-05-02,28262.82347,27955.168
2023-05-02,28262.82347,27953.977
2023-05-02,28262.82347,27952.762
2023-05-02,28262.82347,27951.646
2023-05-02,28262.82347,27951.09
2023-05-02,28262.82347,27951.38
2023-05-02,28262.82347,27951.963
2023-05-02,28262.82347,27953.447
2023-05-02,28262.82347,27952.719
2023-05-02,28262.82347,27953.316
2023-05-02,28262.82347,27953.635
2023-05-02,28262.82347,27955.283
2023-05-02,28262.82347,27957.045
2023-05-02,28262.82347,27960.58
2023-05-02,28262.82347,27962.566
2023-05-02,28262.82347,27963.268
2023-05-02,28262.82347,27963.072
2023-05-02,28262.82347,27964.002
2023-05-02,28262.82347,27962.654
2023-05-02,28262.82347,27960.287
2023-05-02,28262.82347,27957.17
2023-05-02,28262.82347,27955.045
2023-05-02,28262.82347,27951.4
2023-05-02,28262.82347,27946.285
2023-05-02,28262.82347,27944.5
2023-05-02,28262.82347,27944.756
2023-05-02,28262.82347,27945.74
2023-05-02,28262.82347,27946.824
2023-05-02,28262.82347,27949.062
2023-05-02,28262.82347,27951.672
2023-05-02,28262.82347,27953.354
2023-05-02,28262.82347,27955.55
2023-05-02,28262.82347,27955.377
2023-05-02,28262.82347,27951.805
2023-05-02,28262.82347,27947.783
2023-05-02,28262.82347,27946.484
2023-05-02,28262.82347,27943.7
2023-05-02,28262.82347,27941.082
2023-05-02,28262.82347,27939.3
2023-05-02,28262.82347,27939.363
2023-05-02,28262.82347,27942.19
2023-05-02,28262.82347,27946.33
2023-05-02,28262.82347,27952.027
2023-05-02,28262.82347,27958.629
2023-05-02,28262.82347,27965.646
2023-05-02,28262.82347,27971.914
2023-05-02,28262.82347,27977.016
2023-05-02,28262.82347,27979.914
